handle,title,description,categories,crosspromotecategory,istaxable,isactive,isfeatured,shippingmethod,shippingfee,shippingfeeadditional,handlingfee,handlingfeeadditional,shippingfee_int,shippingfeeadditional_int,handlingfee_int,handlingfeeadditional_int,shippingfee_custom,shippingfeeadditional_custom,handlingfee_custom,handlingfeeadditional_custom,optionname1,optionname2,optionname3,optionname4,optionname5,optionvalue1,optionvalue2,optionvalue3,optionvalue4,optionvalue5,variantid,variant_name,weight,price,saleprice,sku,trackinventory,allowpurchase,stocklevel,seo_pagetitle,seo_keywords,seo_description,images
test,,,,,,,,,,,,,,,,,,,,,,,,,,linen,"54""",,,,6338118,"linen/54""",1.50,0.00,,HW_70539C2F,true,true,1,,,,
test,,,,,,,,,,,,,,,,,,,,,,,,,,linen,"72""",,,,6338119,"linen/72""",1.50,0.00,,HW_1A946B56,true,true,1,,,,
test,,,,,,,,,,,,,,,,,,,,,,,,,,linen,84',,,,6338120,linen/84',1.50,0.00,,HW_47D6FA90,true,true,1,,,,
test,,,,,,,,,,,,,,,,,,,,,,,,,,tan,"54""",,,,6338121,"tan/54""",1.50,0.00,,HW_87D6FC15,true,true,1,,,,
test,,,,,,,,,,,,,,,,,,,,,,,,,,tan,"72""",,,,6338122,"tan/72""",1.50,0.00,,HW_F4E2719D,true,true,1,,,,
test,,,,,,,,,,,,,,,,,,,,,,,,,,tan,84',,,,6338123,tan/84',1.50,0.00,,HW_1B4DD1EF,true,true,1,,,,
summer-rose-winter-fell-pattern-new-king-or-twin-coverlet,Summer Rose/Winter Fell Pattern - KING COVERLET,"<p>	      This very lovely summer/winter weave coverlet pattern was originally woven in Connecticut in the early 1800's and has been recreated by our weaver in wonderful color options.</p><p>	      King Size Coverlet - 108"" x 100""</p>      Available Colors:<p>	    This pattern is discontinued - colors still available are only those shown in drop-down menu</p>      Brick, Black, Brown, Blue, Antique White on either a Linen or Tan Background<br><br>      Cotton/Acrylic/Poly Blend<br>      Machine Wash Cold, Dry Medium<br><br>","81942,",false,true,true,false,calculated,,,,,,,,,,,,,Color,Size,,,,Brown/Tan,King Size,,,,6335613,Brown/Tan/King Size,4.00,170.00,,SRT-King-Brown,true,false,0,King Size Coverlet Summer Rose/Winter Fell,King Size Coverlet Summer Rose/Winter Fell,King Size Coverlet Summer Rose/Winter Fell,"http://cdn.highwire.com/3192686-3191491-summerwintercolors1big.jpg, http://cdn.highwire.com/3192686-summerwintercolors2big.jpg"
summer-rosewinter-fell-pattern-new-king-twin-coverlet,Summer Rose/Winter Fell Pattern - NEW TWIN COVERLET,"<p>	This very lovely summer/winter weave coverlet pattern was originally woven in Connecticut in the early 1800's and has been recreated by our weaver in wonderful color options.</p>Twin Size Coverlet - 72"" x 98""<br><br>Available Colors:<br>Brick, Black, Brown, Blue, Antique White on either a Linen or Tan Background<br><br>Cotton/Acrylic/Poly Blend<br>Machine Wash Cold, Dry Medium<br><br>This pattern is also available as a king size coverlet and a table square.  Please see historic textile product category to select these products.<br><br>You may pre-order any of the colors shown.  Orders will be filled in order they are received.<br><br><br>","81942,",false,true,true,false,calculated,,,,,,,,,,,,,Color,Size,,,,Antique White/Linen,Twin Size,,,,6335195,Antique White/Linen - Twin,3.00,110.00,,SR-TWIN-ANTIQUE WHITE,true,true,1,King Size Coverlet Summer Rose/Winter Fell,King Size Coverlet Summer Rose/Winter Fell,King Size Coverlet Summer Rose/Winter Fell,"http://cdn.highwire.com/3191491-summerwintercolors1big.jpg, http://cdn.highwire.com/3191491-summerwintercolors2big.jpg"
summer-rosewinter-fell-pattern-new-king-twin-coverlet,,,,,,,,,,,,,,,,,,,,,,,,,,Blue/Linen,Twin Size,,,,6334304,Blue/Linen/Twin Size,4.00,110.00,,SR-TWIN-BLUE,true,false,0,,,,
summer-rosewinter-fell-pattern-new-king-twin-coverlet,,,,,,,,,,,,,,,,,,,,,,,,,,Brick/Linen,Twin Size,,,,6334302,Brick/Linen/Twin Size,4.00,110.00,,SR-TWIN-BRICK,true,false,0,,,,
summer-rosewinter-fell-pattern-new-king-twin-coverlet,,,,,,,,,,,,,,,,,,,,,,,,,,Brown/Linen,Twin Size,,,,6334308,Antique White/Linen/Twin Size,4.00,110.00,,SR-TWIN-BROWN,true,false,0,,,,
summer-rosewinter-fell-pattern-new-king-twin-coverlet,,,,,,,,,,,,,,,,,,,,,,,,,,Black/Linen,Twin Size,,,,6334306,Black/Linen/Twin Size,4.00,110.00,,SR-TWIN-BLACK,true,false,0,,,,
summer-rosewinter-fell-pattern-new-king-twin-coverlet,,,,,,,,,,,,,,,,,,,,,,,,,,Black/Tan,Twin Size,,,,6335269,Black/Tan/Twin Size,4.00,110.00,,SRT-TWIN-BLACK,true,false,0,,,,
summer-rosewinter-fell-pattern-new-king-twin-coverlet,,,,,,,,,,,,,,,,,,,,,,,,,,Blue/Tan,Twin Size,,,,6335268,Blue/Tan/Twin Size,4.00,110.00,,SRT-TWIN-BLUE,true,false,0,,,,
summer-rosewinter-fell-pattern-new-king-twin-coverlet,,,,,,,,,,,,,,,,,,,,,,,,,,Brick/Tan,Twin Size,,,,6335267,Brick/Tan/Twin Size,4.00,110.00,,SRT-TWIN-BRICK,true,false,0,,,,
summer-rosewinter-fell-pattern-new-king-twin-coverlet,,,,,,,,,,,,,,,,,,,,,,,,,,Antique White/Tan,Twin Size,,,,6335271,Antique White/Tan - Twin,3.00,110.00,,SRT-TWIN-ANTIQUE WHITE,true,false,0,,,,
summer-rosewinter-fell-pattern-new-king-twin-coverlet,,,,,,,,,,,,,,,,,,,,,,,,,,Brown/Tan,Twin Size,,,,6335270,Brown/Tan/Twin Size,4.00,110.00,,SRT-TWIN-BROWN,true,false,0,,,,
prim-posies,Prim Posies,Pattern hand-drawn on unbleached linen,"81945, 81946,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,4372692,PRIM POSIES,1.00,42.00,,PRIM POSIES,true,true,3,Primitive Rug Hooking Pattern,Primitive rug hooking pattern,Primitive rug hooking pattern drawn on unbleached linen,"http://cdn.highwire.com/2278286-dscf2458.jpg, http://cdn.highwire.com/2278286-dscf2458.jpg"
two-button-sham,Two Button Sham,"<br><div>	Simple 2 Button Sham<br>	 Cotton/Acrylic/Poly 21x31</div><div>	Chevron Weave</div><div>	Machine Wash: Cold; Dry: Medium</div><div>	Available: Antique White, Linen, Dark Brown and Brick</div>","81942,",false,true,false,false,calculated,,,,,,,,,,,,,,,,,,,,,,,4287231,ANTIQUE WHITE,1.00,30.00,,SHAM-ANTWHITE,true,false,0,,,,"http://cdn.highwire.com/2244590-two-button-shams.jpg, http://cdn.highwire.com/2244590-dscf2546.jpg"
two-button-sham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4287226,BRICK,1.00,30.00,,SHAM-BRICK,true,false,0,,,,
two-button-sham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4287227,BROWN,1.00,30.00,,SHAM-BROWN,true,false,0,,,,
two-button-sham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4287212,LINEN,1.00,30.00,,SHAM-LINEN,true,false,0,,,,
farm-house-swag,Farm House Swag - Discontinued Quantities Limited,"<p>	          Farm House Swag Curtain Panel- Discontinued</p><p>	           Angstadt #5 Pattern  - Still available 6 panels Brick/Linen; 1 panel Brown/Linen</p><p>	         Hang on 1"" rod.  You choose to swag to the left or right.  <br>	           Wider windows can use 2 panels.</p><p>	         46"" x 72""</p><p>	          Machine Wash - Cold; Dry - Medium</p>           Cotton/Acrylic/Poly<br> <br>","81942,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,4193648,BRICK/LINEN 72',2.00,55.00,,"BRICK/LINEN 72"" SWAG",true,false,1,Angstadt Star - Farmhouse Swag Curtain,Farmhouse swag curtain - one size - 46 x 72&quot;Angstadt Star #5 Pattern,Farmhouse swag curtain in angstadt star #5 pattern - can swag in either direction.  available in all linen; linen/black; linen/brick; linen/brown; linen/blue,"http://cdn.highwire.com/2214379-farmhouse-swag-black-angstad-linen.jpg, http://cdn.highwire.com/2214379-angstadt-5-color-selection.jpg"
farm-house-swag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4184514,"BROWN/LINEN 72""",2.00,55.00,,"BROWN/LINEN 72"" SWAG",true,false,1,,,,
gauze-curtains-pair-linen,Gauze Striped Curtains-Pair - SALE - 30% off,"<span style=""color: rgb(255, 0, 0);""></span>Gauze Striped Curtain<p>	      Discontinued - 30% off remaining stock - Sale prices will appear in your cart</p>       Colors:  Linen, Antique White, Tan<br>        Cotton/Acrylic/Poly<br>        Machine Wash: Cold, Dry: Medium<br><br>        Gauze was not just used for wound dressing, but has been woven in many forms as recorded from the early inventories of the 1600's.  Gauze curtaining was often woven plain, striped or flowered.  This one has a very subtle stripe and is extremely durable.  It has a wonderful soft textured feel after it has been washed to the sizes listed.  If used as-is at loom length, it is more see-thru and when washed it provides privacy and moderate light blockage.  <br> <span style=""color: rgb(255, 0, 0);""><div style=""text-align: center;"">	<div style=""text-align: left;"">		 <br>		       Gauze curtains are sold at loom state and must be washed to achieve the sizes listed.<br>		       You get two panels each measuring as follows:<br>		        24 x 45<br>		     24 x 54<br>		        24 x 63<br>		     24 x 72<br>		        24 x 84<br>		<br>		 <br>		<span style=""color: rgb(0, 0, 0);""></span>	</div></div></span>","81942,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,6333953,"GAUZE-45"" Pair-TAN",1.00,28.00,19.60,GAUZE-45-TAN,true,false,0,Gauze Stripe Curtain - Linen,"Gauze curtains, primitive style, colonial style, linen color, handwovenmade in USA",Historical woven gauze stripe curtains are very primitive and durable curtain sold in pairs in various size.  Color is linen,"http://cdn.highwire.com/2214342-dscf2541-1.jpg, http://cdn.highwire.com/2214342-dscf2545.jpg, http://cdn.highwire.com/2214342-gauze-day-ant-white.jpg"
gauze-curtains-pair-linen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6441591,"GAUZE-45"" Pair-LINEN",1.00,28.00,19.60,GAUZE-45-LINEN,true,false,0,,,,
gauze-curtains-pair-linen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5458346,"GAUZE-54"" Pair-ANTIQUE WHITE",1.00,30.00,21.00,GAUZE-54-AW,true,false,0,,,,
gauze-curtains-pair-linen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5458347,"GAUZE-63"" Pair-ANTIQUE WHITE",1.00,36.00,25.20,GAUZE-63-AW,true,false,0,,,,
gauze-curtains-pair-linen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6333954,"GAUZE-63"" Pair-TAN",1.00,36.00,25.20,GAUZE-63-TAN,true,false,0,,,,
gauze-curtains-pair-linen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5458348,"GAUZE-72"" Pair-ANTIQUE WHITE",1.00,38.00,26.60,GAUZE-72-AW,true,false,0,,,,
gauze-curtains-pair-linen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6333955,"GAUZE-84"" Pair-TAN",1.00,44.00,30.80,GAUZE-84-TAN,true,false,0,,,,
gauze-curtains-pair-linen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4184312,"GAUZE-84"" Pair-LINEN",1.00,44.00,30.80,GAUZE-84,true,false,0,,,,
gauze-curtains-pair-linen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5458349,"GAUZE-84"" Pair-ANTIQUE WHITE",1.00,44.00,30.80,GAUZE-84-AW,true,false,1,,,,
grid-5-blanket-new,Grid #5 Pillow,"Pillow Grid #5 Pattern<br> Cotton/Acrylic, Plain Weave<br> Pillow - 15 x 15<br> Machine wash cold; Dry medium<br> Reproduced from an original dating to the early 1800's<br>Blankets are no longer available.<br>","81942,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,4539622,Pillow Black/Linen,2.00,28.00,,Pillow-BLACK-L,true,false,0,Historic Grid #5 Blanket,Grid 5 blanket queen/doublehistoric reproduction pattern 1800's,"Historic grid #5 blanket in queen/double size. cotton/acrylic, machine wash/dry, available in brick, brown, blue or black on background colors of either linen or antique white.",http://cdn.highwire.com/3207606.jpg
grid-5-blanket-new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4539623,Pillow Blue/Linen,2.00,28.00,,Pillow-BLUE-L,true,false,1,,,,
grid-5-blanket-new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7567547,Pillow Brown/Linen,2.00,28.00,,Pillow-Brown/Linen,true,false,1,,,,
herringbone-2-square-throw-new,Herringbone #2 Square & Throw,"<p>	Herringbone Square & Throw - Discontinued - Only one linen/black left</p>  Brick, Black, Blue, Brown on either Linen <br>  Square - 48x48; Throw - 48x74<br>  Cotton/Acrylic; Machine Wash/Dry<br><br>","81942,",false,true,false,false,calculated,,,,,,,,,,,,,,,,,,,,,,,3887446,Square Black/Linen,1.00,35.00,,HBS-Black-L,true,true,0,Herringbone #2 Table Square & Throw,table squarethrowherringbone weavehistoric pattern,"Historic herringbone weave table square or throw in brick, blue, black or brown with your choice of linen or antique white background color.  Machine wash/dry; cotton/acrylic; made in USA","http://cdn.highwire.com/3207578.jpg, http://cdn.highwire.com/3207580.jpg"
blanket-stripe-10-queen,Blanket Stripe #10 - Queen,"<div>	 <strong>Stripe #10 pattern<span style=""color: #ff0000;""></span></strong></div><div>	 Cotton/acrylic, Plain weave<br>	  Machine wash cold; Dry medium</div><div>	 Queen 92x105</div><div>	 Available in black, brick, brown or blue on a linen<br>	  (also available with antique white background-please call to order)</div>","81942,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,3885649,BRICK on Linen,2.00,99.00,,BRICK-10-L,true,true,0,Hand-Woven Blanket Stripe #10,Blanket Stripe #10Hand-wovenHistoric PatternQueen Size,"Blanket Stripe #10 Pattern in queen size available in brick, black, blue or brown on either a linen or antique white color background.  Machine wash/dry.",http://cdn.highwire.com/3207599.jpg
blanket-stripe-10-queen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4911938,BROWN on Antique White,2.00,99.00,,BROWN-10-AW,true,true,1,,,,
blanket-stripe-9-new-photo-coming-soon,Blanket Stripe #9 - Queen - discontinued - one left in blue/linen,"<div>	 <strong>Stripe #9</strong> Pattern <span style=""color: #ff0000;""><strong></strong></span></div><div>	   Plain weave</div><div>	   Cotton/acrylic<br>	    Machine wash cold; Dry medium<br>	    Queen Size</div>","81942,",false,true,false,false,calculated,,,,,,,,,,,,,,,,,,,,,,,3885445,BLUE on Linen,2.00,89.00,,BLUE-9-L,true,false,0,Hand-Woven Blanket Stripe #9,Blanket Stripe #9Hand-Woven in USAHistoric patternqueen size,"Hand-woven blanket stripe #9 in queen size is available in brick, brown, blue and black on either a linen or antique white background.  Machine wash & dry",http://cdn.highwire.com/2160679-stripe-9-asst.jpg
angstadt-star-5-coverletblanket,Angstadt Star #5 Coverlet/Blanket - Discontinued,"<div style=""text-align: left;"">	   Queen size Coverlet - Discontinued  - One left in blue/linen & one in linen/linen<br>	    94x105</div><div style=""text-align: left;"">	   Cotton/acrylic/poly, Point Twill Weave</div><div style=""text-align: left;"">	   Summer Weight, Reversible</div><div style=""text-align: left;"">	   Colors still available: <br>	   blue/linen, linen/linen<br></div>","81942,",false,true,false,false,calculated,,,,,,,,,,,,,,,,,,,,,,,3883048,Angstadt Blue/Linen,3.00,150.00,,ANG-BLUE-L,true,false,0,Angstadt Star #5 Queen Size Coverlet,Summer weightcoverletqueen sizeangstadt star #5historic pattern,"Queen size blanket/coverlet in summer weight that is reversible.  Colors available are black/linen, brown/linen, brick/linen, blue/linen, linen/linen","http://cdn.highwire.com/3202732.jpg, http://cdn.highwire.com/3202731.jpg"
angstadt-star-5-coverletblanket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3887427,Angstadt Linen/Linen,2.00,150.00,,ANG-LINEN-L,true,false,0,,,,
iron-cross-king-coverlet,Iron Cross King Coverlet or Pillow - Discontinued,"King Size & Matching Pillow - Winter Weight Coverlet, Double Woven, Reversible<br>     King Size 106x110  - $250.00<br>     Pillow 15x15  - $28.00<br><p>	     Machine Wash Cold, Dry Medium</p><p>	This pattern is discontinued - ONE COVERLET LEFT IN BROWN/LINEN - 2 PILLOWS LEFT IN BLUE/LINEN</p>","81942,",false,true,false,false,calculated,,,,,,,,,,,,,,,,,,,,,,,3882929,King Brown/Linen,11.00,250.00,,BROWN-L,true,false,1,Iron Cross King Size Coverlet,Iron Cross Pattern CoverletHistoric ReproductionKing Size,"Reproduction coverlet that is double woven and reversible.  Available in brick, black, brown and blue with backgrounds either linen or antique white in color","http://cdn.highwire.com/2158842-iron-cross-asst.jpg, http://cdn.highwire.com/3207554.jpg, http://cdn.highwire.com/3207552.jpg, http://cdn.highwire.com/3207553.jpg"
iron-cross-king-coverlet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4539260,Pillow Blue/Linen,5.00,28.00,,PILLOW BLUE-L,true,false,0,,,,
stonington-charm-coverlet,Stonington Charm Coverlet - Queen - SOLD OUT,This pattern has been discontinued - SOLD OUT<br>Double Weave - Reversible<br> Queen Size 90x107 - $190<br> Machine Wash/Dry<br> Cotton/Acrylic<br><br> <br> The original coverlet in this pattern was from Stonington Connecticut and was believed to be woven in the early 1700's in blue & white.,"81942,",false,true,false,false,calculated,,,,,,,,,,,,,,,,,,,,,,,3882128,QUEEN BLACK/LINEN,3.00,190.00,,BLACK-L,true,false,0,Stonington Charm Queen Size Coverlet,Stonington Charm Queen Size CoverletHistoric pattern reproduction,Stonington Charm Queen Size Coverlet is a double woven winter weight coverlet.  ,"http://cdn.highwire.com/3207546.jpg, http://cdn.highwire.com/2158458-store-041.jpg"
bee-line-townsend-cassettes,Bee Line Townsend Cassettes,"Standard Cassettes<br> Available in widths from 3/32"" up to 1/2""<br> These cassettes are easily interchangeable in just seconds.","81945, 82025,",false,true,true,false,flat,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,3868289,#3,1.00,168.00,,TS79061,true,true,1,,,,http://cdn.highwire.com/3184323.jpg
bee-line-townsend-cassettes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3868309,#4,1.00,168.00,,TS79062,true,true,1,,,,
bee-line-townsend-cassettes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3868311,#5,1.00,168.00,,TS79063,true,true,1,,,,
bee-line-townsend-cassettes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3868312,#6,1.00,168.00,,TS79064,true,true,1,,,,
bee-line-townsend-cassettes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8145954,#7,1.00,168.00,,TS79065,true,true,1,,,,
bee-line-townsend-cassettes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3868313,#8,1.00,168.00,,TS79066,true,true,1,,,,
bee-line-townsend-cassettes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3868314,#8.5,1.00,168.00,,TS79075,true,true,1,,,,
bee-line-townsend-cassettes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3868315,#9,1.00,168.00,,TS79097,true,true,1,,,,
bee-line-townsend-cassettes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3868316,#9.5,1.00,168.00,,TS79118,true,true,1,,,,
bee-line-townsend-cassettes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3868317,#10,1.00,168.00,,TS79068,true,true,1,,,,
bee-line-townsend-cutter,Bee Line Townsend Cutter,"<p>	 Precision engineered the Bee Line-Townsend Fabric Cutter attaches easily to a variety of work surfaces or our tote table.  Cassettes snap into place and in seconds you are cutting perfect fabric strips.  Fabric Cutter comes with a Cutter Caddy, Brush, Hex Wrench and one standard cutter cassette, your choice of size. On you order notes indicate which cassette you want included with system.</p><p>	 #3 - Cut width 3/32 - Cuts 6 strips</p><p>	 #4 - Cut width 1/8 - Cuts 4 strips</p><p>	 #5 - Cut width 5/32 - Cuts 4 strips</p><p>	 #6 - Cut width 3/16 - Cuts 4 strips</p><p>	 #7 - Cut width 7/32 - Cuts 4 strips</p><p>	 #8 - Cut width 1/4 - Cuts 3 strips</p><p>	 #8.5 - Cut width 5/16 - Cuts 2 strips</p><p>	 #9 - Cut width 3/8 - Cuts 2 strips</p><p>	 #9.5 - Cut width 7/16 - Cuts 2 strips</p><p>	 #10 - Cut width 1/2 - Cuts 2 strips</p><br>  Awesome strip cutter!   <br><p>	  Additional cassettes are available for $168.00 and can be changed easily!!!</p> <br>","81945, 82025,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,3868219,Beeline Cutter System,2.00,562.00,,TS1000,false,false,1,Bee Line Townsend Rug Wool Strip Cutter,Bee Line TownsendRug CutterWool Strip cutterrug hooking wool strip cutter,"Precision engineered the Bee Line-Townsend Fabric Cutter attaches easily to a variety of work surfaces or our tote table.  Cassettes snap into place and in seconds you are cutting perfect fabric strips.  Fabric Cutter comes with a Cutter Caddy, Brush, Hex Wrench and one standard cutter cassette, your choice of size.",http://cdn.highwire.com/3184220.jpg
designs-for-primitive-rug-hookers,Designs For Primitive Rug Hookers,"<span style=""font-size: small; font-family: times new roman;"">This great new book has easy-to-follow primitive projects that are clear to the novice as well as the most experienced rug hooker.  With FREE patterns and a complete material list for each project, you&#8217;ll have everything you need to get you started hooking these unique primitive rugs.  Primitive rug hookers <em> </em>Jenny Rupp and Lisa Yeago combine their expertise, along with the talents of many others to bring you an this remarkable book.</span>","81945, 82025,",false,true,false,false,calculated,,,,,,,,,,,,,,,,,,,,,,,3706391,default,1.00,19.95,,9.78188E+12,true,true,0,Designs For Primitive Rug Hookers,"Primitive Rug HookingRug Hooking BookJenny Rupp, Lisa Yeago",Book with designs and instructions for primitive rug hookers,http://cdn.highwire.com/3078217.jpg
pillow-caes,Pillow Cases,"Plain Weave Pillow Cases<br><p>	 Choose flax, tan or antique white  to coordinate with the background color of your coverlet & blanket</p> 21 x 31<br>  Machine wash/dry warm.","81942,",false,true,false,false,calculated,,,,,,,,,,,,,,,,,,,,,,,6625508,Pillow Case - Antique White,0.00,22.00,,CASE-ANT WHITE,true,true,-1,,,,http://cdn.highwire.com/3205327.jpg
pillow-caes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3631597,Pillow Case - Flax,1.00,24.00,,CASE-Flax,true,true,6,,,,
pillow-caes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6625507,Pillow Case - Tan,1.00,24.00,,CASE-TAN,true,true,-3,,,,
hamlen-county-tn-trouble-table-square-throw,Hamblen Co TN Trouble Table Square & Throw - SALE-50% Off,"Wonderful Design with antique white background - Very Colonial!<br><span style=""color: #000000;""></span>The original Hamblen Co Tn Trouble <span style=""color: #000000;"">is from the 1850s.  </span><span style=""color: #000000;"">The antique white yarn used was matched </span>to many, many original pieces <span style=""color: #000000;""></span><span style=""color: #000000;"">from early - mid 1800.  </span><br>        Cotton/Acrylic/Poly<br>        Machine Wash Cold; Dry Medium<br><br><p>	        Table Square/Throw 68x68  SALE $37.50 - 50% Off</p><p>	      Sale price will appear in your cart.</p><p>	<strong>Discontinued Pattern - only one left in black/red & one left in blue/red</strong></p> <br>","81942, 160431,",false,true,false,false,calculated,,,,,,,,,,,,,,,,,,,,,,,3338400,Throw/Lg Square 68x68 Black/Red,2.00,75.00,37.50,HCT-Throw-BK/RD,true,false,0,Hamblen County TN Trouble Table Square & Throw,Historic handwoven table square/throw,Hamblen CO TN Trouble table square &amp;amp; throw.  Historic Hand-woven colonial design,"http://cdn.highwire.com/2960167.jpg, http://cdn.highwire.com/2887884.jpg, http://cdn.highwire.com/2960175.jpg"
hamlen-county-tn-trouble-table-square-throw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3497010,Throw/Lg Square 68x68 Blue/Red,3.00,75.00,37.50,HCT-Throw-Blue-Red,true,false,0,,,,
tobacco-cloth-fabric-by-the-yard,Tobacco Cloth Fabric By The Yard,"<p>	  Tobacco cloth is a lightweight, thin loosely woven fabric - 100% cotton in plain weave similar to cheesecloth but a better grade.  Great used for curtains as shown in photo, covering for your crocks, buckets and other primitive decorating.  Indicate number of yards or half yards you would like.  You will receive one continuous piece.</p><p>	  Our tobacco cloth is hand-woven in the USA.</p><br>    Note - see separate item if you would like curtains ready made.","81942,",false,true,true,false,flat,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,3037131,One Yard,1.00,24.00,,TC-YD,true,true,2,Tobacco Cloth By The Yard,Tobacco cloth yardageprimitive fabric,Tobacco cloth by the yard.  Primitive fabric used for curtains and other primitive decorating,http://cdn.highwire.com/2778626.jpg
tobacco-cloth-fabric-by-the-yard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7939665,One-Half Yard,1.00,12.00,,TC-HYD,true,true,14,,,,
uncle-sam-doll,Uncle Sam Doll,"Awesome Uncle Sam<br>  27"" Tall<br>  Hand-made in America","136089,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,3036708,default,1.00,95.00,,SAM,true,true,0,Hand-Made Uncle Sam Doll,Hand-made USAUncle Sam DollAmericana,"Hand-Made Uncle Sam Doll, Made in USA",http://cdn.highwire.com/2778160.jpg
hand-made-betsy-ross-doll,Hand-Made Betsy Ross Doll,Betsy Ross Doll<br>  Hand-Made USA,"136089,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,3036700,default,1.00,95.00,,BETSY,true,true,0,Hand-Made Betsy Ross Doll,Hand-Made in USABetsy Ross DollAmericana,Hand-Made Betsy Ross DollMade In USA,http://cdn.highwire.com/2778146.jpg
george-washington-doll,George Washington Doll,Hand-Made George Washington Doll <br> Eagle not included.<br> USA,"136089,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,3036658,default,1.00,95.00,,GEO,true,true,1,George Washington Doll,AmericanaGeorge WashingtonDollMade in USAHand-Made,Hand-Made George Washington Doll,"http://cdn.highwire.com/2778103.jpg, http://cdn.highwire.com/2778104.jpg"
abe-lincoln-doll,Abe Lincoln Doll,"Wonderful Abe Lincoln Doll<br> Lanky & Long - Abe is 27"" Tall<br> Hand-Made In USA","136089,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,3036652,default,1.00,95.00,,ABE,true,true,0,Abe Lincoln Doll,Hand-made Abe Lincoln Doll,Hand-made Abe Lincoln Doll,http://cdn.highwire.com/2778093.jpg
j-moody-tavern-sign,J Moody Tavern Sign,Wonderful Reproduction of Old Tavern Sign<br> Hand-Painted - USA,"81940, 303052,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,2994360,default,15.00,385.00,,J-Moody,true,false,1,Hand-Painted Tavern Sign,Tavern Sign by artist Kathy Graybill,Tavern Sign by artist Kathy Graybill,"http://cdn.highwire.com/2773401.jpg, http://cdn.highwire.com/2773391.jpg"
j-porter-tavern-sign,J Porter Tavern Sign,"Wonderful Reproduction of Old Tavern Sign<br>    Hand-Painted - USA<p>	  25.5"" x 19.5""</p>","81940, 303052,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,2983913,default,8.00,245.00,,J-Porter,true,false,1,Hand-Painted Tavern Sign,Tavern Sign by artist Kathy Graybill,Tavern Sign by artist Kathy Graybill,http://cdn.highwire.com/2813986.jpg
r-porter-tavern-sign,R Porter Tavern Sign,Wonderful Reproduction of Old Tavern Sign<br>  Hand-Painted - USA<br>  Measures 25.5 inches x 19.5 inches<br>,"81940, 303052,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,2983912,default,8.00,245.00,,R-Porter,true,false,1,Hand-Painted Tavern Sign,Tavern Sign by artist Kathy Graybill,Tavern Sign by artist Kathy Graybill,http://cdn.highwire.com/2813944.jpg
